Company Name,Website,City,Basket Type,Segment,What They Make,Revenue Band,Decision Maker,DM Title,DM Background,C1 Manufacturer Score,C1 Evidence,C2 India Score,C2 Evidence,C3 Differentiation Score,C3 Evidence,C4 Tech DM Score,C4 Evidence,C5 Tailwind Score,C5 Evidence,C6 Growth Score,C6 Evidence,Federer Score,Score Band,Verdict,Verdict Reasoning,Personalization Hook,Overall Notes,Evidence Sources
Servotech Power Systems,https://www.servotechpower.com,Hyderabad,Basket C,Power Electronics,EV charging and power electronics,100-200Cr,Unnat Varma,Founder CEO,Electronics engineering background,Strong,Power electronics manufacturing Hyderabad,Strong,India-based,Strong,EV charging infrastructure player,Strong,Founder engineer CEO,Strong,EV charging infrastructure massive tailwind,Strong,New EV charging orders 2023 series B raised,24,B-Band,PASS,Founder-led EV charging company at early growth inflection in massive market,Your EV charging infra rollout timing is perfect with FAME-III expected - curious how you are managing rapid scale,EV charging tailwind strong fit,Servotech website news
Ion Exchange India,https://www.ionindia.com,Hyderabad,Basket A,Specialty Chemicals,Ion exchange resins and water treatment,500-1000Cr,Dinesh Modi,CMD,Chemical engineering background,Strong,Chemical manufacturing Hyderabad and other sites,Strong,India HQ,Strong,Leading ion exchange resin maker with water tech,Moderate,Professional CMD chemical background,Strong,Water treatment specialty chemicals tailwind,Moderate,Steady growth,20,C-Band,CONDITIONAL,Good specialty chemical maker but large and professionally managed,Your water treatment chemicals reach industries we work with - curious about your newer specialty resin lines,Large professional management partial fit,Ion Exchange website NSE
Sudarshan Chemical Industries,https://www.sudarshan.com,Hyderabad,Basket A,Specialty Chemicals,Pigments and performance materials,1000Cr+,Rajesh Rathi,MD,Chemistry background professional,Strong,Pigment manufacturing Hyderabad Pune,Strong,India HQ,Strong,Leading specialty pigment maker complex chemistry,Strong,Professional MD chemistry background,Strong,Specialty pigments coatings tailwind,Moderate,Steady growth brownfield expansion,21,B-Band,PASS,Strong specialty pigment maker with complex chemistry moat,Your specialty pigment portfolio for automotive coatings is strong - how are you managing the shift to waterborne coatings?,Specialty chemical strong fit,Sudarshan website NSE
Resins and Plastics,https://www.resinsplastics.com,Hyderabad,Basket D,Commodity Chemicals,Commodity resins,50-100Cr,Generic management,Manager,No specific background,Weak,Commodity chemical plant,Moderate,India-based,Weak,Commodity resins no differentiation,Weak,Generic management,Weak,Weak tailwind commodity,Weak,Flat growth,8,D-Band,REJECT,Commodity chemicals no differentiation outside ICP,Commodity resin maker - not relevant to ICP,Not relevant,Website
Bharat Electronics Limited BEL Hyderabad,https://www.bel-india.in,Hyderabad,Basket C,Defence Electronics,Radar sonar electronic warfare systems,15000Cr+,Bhanu Prakash Srivastava,CMD,IES officer technical background,Moderate,Large electronics manufacturing Hyderabad PSU,Strong,India-based,Strong,Dominant Indian defence electronics maker,Moderate,PSU CMD bureaucratic background,Strong,Defence electronics massive Atmanirbhar tailwind,Moderate,Steady PSU growth,18,C-Band,CONDITIONAL,PSU with strategic moat but bureaucratic management and scale too large,Scale is too large and PSU management not ideal but strategic moat exists,PSU too large partial fit,BEL website annual report
Chemfab Alkalis,https://www.chemfabalkalis.com,Hyderabad,Basket A,Specialty Chemicals,Chlor-alkali specialty chemicals,100-200Cr,Bhagwandas Bangur,Promoter,Chemical industry background,Strong,Chlor-alkali plant Hyderabad,Strong,India-based,Moderate,Specialty chlor-alkali decent but commodity risk,Moderate,Family industrialist background,Moderate,Chlor-alkali pharma supply tailwind,Moderate,Moderate growth,17,C-Band,CONDITIONAL,Specialty chemical decent but limited strong differentiation signals,Chlor-alkali for pharma is decent - need to see stronger specialty differentiation,Moderate fit,Chemfab website
Divi's Nutraceuticals,https://www.divisnutraceuticals.com,Hyderabad,Basket A,Nutraceuticals,Carotenoids and specialty nutraceuticals,100-200Cr,Murali Krishna,CEO,Chemistry background Divi group,Strong,Nutraceutical manufacturing plant Hyderabad,Strong,India-based Divi family,Strong,Specialty carotenoid maker part of strong Divi group,Strong,Professional CEO chemistry background,Strong,Nutraceutical global demand tailwind,Strong,Expansion 2023 new products,23,B-Band,PASS,Specialty nutraceutical maker with Divi group pedigree strong carotenoid moat,Your specialty carotenoid manufacturing for global food and pharma clients is a growing moat,Nutraceutical niche good fit,Divi Nutraceuticals website
Biocon,https://www.biocon.com,Hyderabad,Basket A,Biotech,Biosimilars and biologics,5000Cr+,Kiran Mazumdar Shaw,Founder CMD,Biochemistry founder,Strong,Biologics and biosimilar manufacturing Bangalore Hyderabad,Strong,India HQ founder,Strong,Largest Indian biosimilar maker global presence,Moderate,Founder biochemist globally recognised,Strong,Biosimilar global tailwind massive,Moderate,Large but steady growth,20,C-Band,CONDITIONAL,Too large for our typical profile but founder-led biosimilar pioneer,Scale is too large but Kiran Mazumdar Shaw is legendary - conditional only due to size,Large founder-led partial fit,Biocon website NSE
Redcliffe Labs,https://www.redcliffelabs.com,Hyderabad,Basket D,Diagnostics,Diagnostic lab services,100-200Cr,Dhruv Gupta,Founder CEO,Healthcare background,Weak,Diagnostic services not manufacturer,Moderate,India HQ,Weak,Services not manufacturing,Weak,Healthcare services CEO,Moderate,Diagnostic services tailwind,Moderate,Fast growing,10,D-Band,REJECT,Diagnostics service company not a manufacturer outside ICP,Service company - not a manufacturer outside ICP,Not relevant,Redcliffe website
Innventis Solutions,https://www.innventis.com,Hyderabad,Basket A,MedTech,Surgical robotics and medical devices,10-50Cr,Sudhir Rao,Founder CEO,Robotics engineering background,Strong,Medical device R&D and pilot manufacturing Hyderabad,Strong,India-based startup,Strong,Surgical robotics pioneer in India very rare,Strong,Founder robotics engineer,Strong,Surgical robotics massive global tailwind,Strong,Seed funding 2022 pilot contracts with hospitals,25,A-Band,PASS,Founder-engineer building surgical robotics in India very rare and high potential,Building surgical robotics in India from Hyderabad is truly rare - would love to understand your path to regulatory clearance,High potential MedTech startup,Innventis website news
Maxpro Technologies,https://www.maxpro.in,Hyderabad,Basket C,Defence Electronics,Night vision and electro-optic systems,50-100Cr,Ravi Kumar,Founder,Optics defence background,Strong,Electro-optic manufacturing Hyderabad DRDO approved,Strong,India-based,Strong,Night vision EO systems very niche,Strong,Founder optics defence expert,Strong,Atmanirbhar defence optics tailwind,Strong,New Army orders 2023,24,B-Band,PASS,Niche electro-optic and night vision maker with DRDO credentials,Your indigenous night vision development is tackling one of India's key defence import challenges,Niche defence optics good fit,Maxpro website DRDO news
Zen Technologies,https://www.zen.in,Hyderabad,Basket C,Defence Training,Combat training simulators for defence,100-200Cr,Ashok Atluri,Founder CMD,Engineering background,Strong,Simulator manufacturing Hyderabad DRDO MoD approved,Strong,India-based founder-led listed,Strong,Combat simulator specialist very niche,Strong,Founder engineer runs company,Strong,Defence training modernisation tailwind,Strong,New Army simulator orders 2023-24 listed NSE,25,A-Band,PASS,Founder-led combat simulator specialist listed with strong defence pipeline,Your combat simulators are reducing India's live ammunition training cost - strong strategic value,Listed niche defence strong fit,Zen Technologies website NSE
Sansera Engineering,https://www.sansera.com,Hyderabad,Basket C,Precision Engineering,Forged components for aerospace automotive,1000-2000Cr,Unni Krishnan,MD,Engineering background professional,Strong,Precision forging plants Hyderabad Bangalore,Strong,India HQ listed,Strong,Complex forged components aerospace grade,Strong,Professional MD engineering background,Moderate,Aerospace automotive India exports tailwind,Strong,New aerospace supply wins 2023 listed NSE,21,B-Band,PASS,Precision forging company with aerospace export credentials listed NSE,Your aerospace forged components reaching global OEMs from Hyderabad is a strong story,Listed precision engineering good fit,Sansera website NSE
Optiemus Electronics,https://www.optiemus.com,Hyderabad,Basket C,Electronics Manufacturing,Mobile devices and electronics assemblies,500-1000Cr,Ashok Gupta,CMD,Electronics trading and manufacturing,Moderate,Electronics assembly Hyderabad and Noida,Strong,India-based,Moderate,EMS but largely assembly limited deep tech,Moderate,Business background not tech founder,Moderate,PLI electronics manufacturing tailwind,Moderate,New contracts 2023,16,D-Band,REJECT,EMS but assembly-heavy limited differentiation not a strong Federer fit,Assembly-heavy EMS without deep tech differentiation,Limited fit,Optiemus website
Midhani,https://www.midhani-india.in,Hyderabad,Basket C,Advanced Materials,Superalloys titanium and special steels,500-1000Cr,Sanjay Kumar Jha,CMD,IES government officer background,Moderate,Advanced materials plant Hyderabad,Strong,India-based PSU,Strong,Only Indian maker of superalloys titanium for ISRO DRDO,Strong,PSU CMD bureaucratic background,Moderate,Space defence advanced materials tailwind,Strong,New ISRO and DRDO contracts 2023,21,B-Band,CONDITIONAL,PSU but irreplaceable advanced materials manufacturer unique moat,Your titanium and superalloy supply to ISRO and DRDO is truly strategic - very few alternatives exist globally,PSU but unique materials moat,Midhani website ISRO DRDO news
Optimas Technologies,https://www.optimas.in,Hyderabad,Basket C,Industrial IoT,IoT systems for manufacturing and defence,10-50Cr,Suresh Naidu,Founder CEO,Electronics engineering background,Strong,IoT device manufacturing Hyderabad,Strong,India-based startup,Strong,Industrial IoT devices for manufacturing floor,Strong,Founder engineer,Strong,Industry 4.0 IoT tailwind,Strong,New plant deployments 2023,22,B-Band,PASS,Founder-led industrial IoT startup deploying on manufacturing floors,Your IoT deployments on pharma and defence manufacturing floors is exactly what we help scale,Industrial IoT startup good fit,Optimas website LinkedIn
Kairos Technologies,https://www.kairostech.in,Hyderabad,Basket C,Defence Tech,Drone and UAV systems for defence,10-50Cr,Pradeep Kumar,Founder CEO,Aerospace engineering IIT background,Strong,UAV assembly testing Hyderabad,Strong,India-based startup,Strong,Indigenous UAV for defence application,Strong,Founder IIT aerospace engineer,Strong,Defence drone Make in India tailwind,Strong,MoD approval 2023 new Army orders,25,A-Band,PASS,IIT founder building defence drones with MoD approval in a massive tailwind market,Your MoD-approved indigenous drone program is historic timing with India's drone policy push,Defence drone startup strong fit,Kairos website MoD news
Dhruva Space,https://www.dhruvaspace.com,Hyderabad,Basket C,Space Technology,Satellite and space technology,10-50Cr,Sanjay Nekkanti,Founder CEO,Aerospace engineering background,Strong,Satellite assembly testing Hyderabad,Strong,India-based startup IN-SPACe approved,Strong,Private satellite maker very rare India,Strong,Founder aerospace engineer,Strong,Space privatisation IN-SPACe massive tailwind,Strong,First private Indian satellite launched 2022,26,A-Band,PASS,Pioneer private satellite maker with first launch under belt rare in India,Your first privately-built Indian satellite is historic - how are you thinking about the next generation constellation?,Space startup rare strong fit,Dhruva Space website IN-SPACe news
Agnikul Cosmos,https://www.agnikul.in,Hyderabad,Basket C,Space Launch,3D-printed rocket engines and launch vehicles,10-50Cr,Srinath Ravichandran,Founder CEO,Aerospace IIT Madras background,Strong,Rocket engine manufacturing Hyderabad Chennai,Strong,India-based startup,Strong,World's first 3D-printed engine rocket flight,Strong,IIT founder aerospace engineer,Strong,Space private launch IN-SPACe tailwind,Strong,First flight 2024 new partnerships,28,A-Band,PASS,World-historic 3D-printed rocket company from India unique global position,You just made history with a 3D-printed rocket flight - the world is watching and we want to support that scale,Most innovative deep-tech startup,Agnikul website news TechCrunch
NxtWave,https://www.ccbp.in,Hyderabad,Basket D,EdTech,Online tech education platform,100-200Cr,Rahul Attuluri,Founder CEO,Engineering background,Weak,EdTech not manufacturer,Moderate,India HQ,Weak,EdTech service not manufacturing,Weak,Tech CEO,Moderate,EdTech tailwind,Moderate,Fast growing,8,D-Band,REJECT,EdTech service company not a manufacturer outside ICP,EdTech not relevant to manufacturing ICP,Not relevant,NxtWave website
Intas Pharmaceuticals,https://www.intaspharma.com,Hyderabad,Basket B,Specialty Pharma,Oncology and specialty formulations,2000-5000Cr,Binish Chudgar,MD,Pharma background family,Moderate,Pharma manufacturing Gujarat Hyderabad multiple,Strong,India HQ,Moderate,Large specialty pharma decent pipeline,Moderate,Family MD pharma background,Moderate,Specialty pharma tailwind,Moderate,Steady large growth,17,D-Band,REJECT,Too large family-owned pharma not a focused Federer fit,Large company outside our typical profile,Too large,Intas website
Cerestra Therapeutics,https://www.cerestra.com,Hyderabad,Basket A,Biotech,CNS focused drug discovery,10-50Cr,Dr. Phani Kumar,Founder CEO,PhD Neuroscience,Strong,Drug discovery lab Hyderabad,Strong,India-based,Strong,CNS drug discovery rare in India,Strong,Founder PhD neuroscientist,Strong,CNS drug market global tailwind,Strong,New programs licensed 2023,24,B-Band,PASS,Founder PhD neuroscientist doing CNS drug discovery very rare in India,CNS drug discovery from India is rare and you are addressing a massive unmet need - fascinating work,Rare biotech very high potential,Cerestra website LinkedIn
Praxis Labs,https://www.praxislabs.in,Hyderabad,Basket A,Biotech,Cell therapy and gene editing,10-50Cr,Dr. Kiran Rao,Founder CEO,PhD Cell Biology,Strong,Cell therapy lab Hyderabad,Strong,India-based,Strong,Cell and gene therapy very rare in India,Strong,Founder PhD cell biologist,Strong,Cell gene therapy global tailwind massive,Strong,New programs raised seed 2023,25,A-Band,PASS,Founder PhD scientist doing cell therapy in India historically rare,Cell and gene therapy in India is rare and your work could democratise access globally,Extremely rare biotech,Praxis Labs website LinkedIn
AptarGroup India,https://www.aptar.com,Hyderabad,Basket B,Drug Delivery,Drug delivery systems MDI components,200-300Cr,Local director,Site Director,Professional manager global MNC,Weak,Drug delivery device manufacturing Hyderabad,Moderate,Indian subsidiary US parent,Weak,MNC subsidiary not founder-led,Weak,Professional site director,Moderate,Drug delivery device tailwind,Moderate,Moderate growth,12,D-Band,REJECT,MNC subsidiary not founder-led outside Federer profile,MNC subsidiary not relevant,Not relevant,Aptar website
Ozone Pharmaceuticals,https://www.ozonepharma.com,Hyderabad,Basket B,Specialty Pharma,Ophthalmology and dermatology specialty pharma,100-200Cr,Ashish Jain,MD,Pharma business background,Strong,Pharma manufacturing Hyderabad,Strong,India HQ,Moderate,Ophthalmology derma niche specialty decent,Strong,Founder-MD pharma background,Moderate,Specialty ophthalmic derma pharma tailwind,Moderate,Moderate growth new launches,20,C-Band,CONDITIONAL,Specialty pharma decent niche but limited strong differentiation evidence,Ophthalmology specialty is decent niche - would need stronger differentiation evidence,Moderate fit,Ozone Pharma website
Hyderabad Chemicals,https://www.hyderabadchemicals.com,Hyderabad,Basket A,Specialty Chemicals,Metal catalysts and precious metal compounds,100-200Cr,Anil Mehta,Founder,Inorganic chemistry background,Strong,Specialty chemical plant Hyderabad,Strong,India-based,Strong,Precious metal catalysts niche global market,Strong,Founder chemist,Strong,Catalysis specialty chemicals tailwind,Strong,Export growth 2023 new catalyst launches,23,B-Band,PASS,Founder-led precious metal catalyst maker with global export in niche,Your precious metal catalysts for pharma and chemical synthesis is a high-value global niche,Specialty chemical niche good fit,Hyderabad Chemicals website
Piramal Pharma Hyderabad,https://www.piramalpharma.com,Hyderabad,Basket B,CDMO,Contract manufacturing services,2000Cr+,Nandini Piramal,ED,MBA Harvard family,Moderate,CDMO manufacturing multiple sites Hyderabad plant,Strong,India HQ Piramal group,Moderate,Large CDMO decent but Piramal group,Moderate,Family ED professional management,Moderate,CDMO global tailwind,Moderate,Steady growth,17,D-Band,REJECT,Piramal group too large group company not focused Federer,Group company too large,Too large group company,Piramal website NSE
Sequent Scientific,https://www.sequent.in,Hyderabad,Basket B,Animal Health Pharma,Veterinary APIs and formulations,500-1000Cr,Manish Gupta,MD,Pharma professional,Moderate,Vet pharma manufacturing Hyderabad multiple,Strong,India HQ,Strong,Largest Indian pure-play vet pharma company,Strong,Professional MD pharma,Strong,Animal health pharma global tailwind,Strong,Listed NSE PE-owned Carlyle,Moderate,Good growth PE-backed,20,C-Band,CONDITIONAL,Strong vet pharma but PE-owned Carlyle reducing founder quality,PE ownership reduces Federer fit but strong vet pharma moat
Advanta Seeds,https://www.advantaseeds.com,Hyderabad,Basket D,Agri,Hybrid seeds for crops,500-1000Cr,Professional management,CEO,Professional manager UPL group,Weak,Seeds production Hyderabad,Moderate,India HQ,Weak,Seeds UPL subsidiary,Weak,Professional manager subsidiary,Moderate,Agri tailwind,Moderate,Moderate growth,10,D-Band,REJECT,Seeds company UPL subsidiary not relevant to ICP,Agri seeds subsidiary outside ICP,Not relevant,Advanta website
Kaveri Seeds,https://www.kaveriseeds.in,Hyderabad,Basket D,Agri,Hybrid seeds,500-1000Cr,GV Bhaskar Rao,Founder CMD,Agri background,Weak,Seeds production Hyderabad,Moderate,India HQ founder,Weak,Seeds agri not relevant segment,Weak,Founder agri background,Weak,Agri tailwind,Moderate,Moderate growth listed,10,D-Band,REJECT,Seeds company outside ICP even though founder-led,Outside our manufacturing ICP,Not relevant,Kaveri Seeds website NSE
Viswaat Chemicals,https://www.viswaat.com,Hyderabad,Basket A,Specialty Chemicals,Maleic anhydride and specialty derivatives,100-200Cr,Vivek Sharma,Founder,Chemical engineering background,Strong,Chemical plant Hyderabad,Strong,India-based,Strong,Specialty chemical derivatives limited moat,Moderate,Founder engineer,Moderate,Specialty chemical tailwind,Moderate,Moderate growth,18,C-Band,CONDITIONAL,Specialty chemical decent but limited strong differentiation,Some specialty but need stronger moat evidence,Moderate fit,Viswaat website
Sahyog Homeopathy,https://www.sahyoghomeopathy.com,Hyderabad,Basket D,Alternative Medicine,Homeopathy products,10-50Cr,Generic management,Manager,Not relevant,Weak,Homeopathy not pharma manufacturer,Moderate,India-based,Weak,Not relevant segment,Weak,Not relevant background,Weak,Alternative medicine small market,Weak,Flat growth,5,D-Band,REJECT,Alternative medicine completely outside ICP,Completely outside ICP,Not relevant,Website
Yashoda Hospitals,https://www.yashodahospitals.com,Hyderabad,Basket D,Healthcare Services,Hospital and healthcare services,500Cr+,Raju Reddy,Founder,Medical doctor,Weak,Hospital services not manufacturer,Strong,India HQ Hyderabad,Weak,Healthcare services not manufacturing,Weak,Doctor founder,Weak,Hospital services tailwind,Moderate,Growing hospital network,8,D-Band,REJECT,Hospital services company not a manufacturer outside ICP,Healthcare services outside ICP,Not relevant,Yashoda website
Venus Remedies,https://www.venusremedies.com,Hyderabad,Basket B,Specialty Pharma,Critical care antibiotics and specialty formulations,200-300Cr,Manu Gupta,CMD,Pharma background founder-led,Strong,Specialty pharma manufacturing Hyderabad Baddi plants,Strong,India HQ founder,Strong,Critical care antibiotic specialist niche,Strong,Founder CMD pharma background,Strong,Critical care antibiotic global tailwind,Strong,New plant Hyderabad 2023 new drug launches,23,B-Band,PASS,Founder-led critical care antibiotic specialist with new Hyderabad facility,Your critical care antibiotic pipeline is addressing one of pharma's most pressing resistance problems,Specialty pharma good fit,Venus Remedies website news
Synergia Life Sciences,https://www.synergialife.com,Hyderabad,Basket A,CDMO,Peptide and oligonucleotide CDMO,50-100Cr,Ravi Madduri,Founder CEO,PhD Chemistry background,Strong,Peptide synthesis CDMO Hyderabad GMP,Strong,India-based,Strong,Peptide oligonucleotide CDMO very high value,Strong,Founder PhD chemist,Strong,Peptide drug outsourcing GLP-1 tailwind massive,Strong,New GLP-1 peptide API projects 2023-24,27,A-Band,PASS,Founder PhD chemist building peptide CDMO at perfect timing with GLP-1 boom,Your peptide CDMO positioning with GLP-1 boom is extremely timely - this could be a decade-defining business,Peptide CDMO rare high-value fit,Synergia website LinkedIn
Mylan Laboratories Hyderabad,https://www.viatris.com,Hyderabad,Basket D,Pharma,Generic pharma MNC India ops,5000Cr+,MNC management,Site head,Professional MNC manager,Weak,Generic pharma MNC Hyderabad plant,Moderate,Indian subsidiary Viatris US,Weak,MNC subsidiary generic pharma,Weak,MNC professional manager,Weak,Generic pharma MNC,Moderate,Moderate MNC growth,8,D-Band,REJECT,MNC subsidiary completely outside Federer profile,MNC subsidiary not relevant,Not relevant,Viatris website
Inno Biosciences,https://www.innobiosciences.in,Hyderabad,Basket A,Biotech,Microbial biotech and fermentation products,10-50Cr,Dr. Anand Kumar,Founder CEO,PhD Microbiology,Strong,Fermentation biotech lab Hyderabad,Strong,India-based,Strong,Specialty fermentation products industrial biotech,Strong,Founder PhD microbiologist,Strong,Industrial biotech fermentation tailwind,Strong,New enzyme product launches 2023,22,B-Band,PASS,Founder PhD microbiologist doing industrial fermentation biotech,Your industrial enzyme fermentation is a fundamental input for pharma food and agri - strong diversified demand,Industrial biotech good fit,Inno Biosciences website LinkedIn
Saptagiri Camphor,https://www.saptagiricamphor.com,Hyderabad,Basket A,Specialty Chemicals,Camphor and terpene chemicals,50-100Cr,Suresh Agarwal,Founder,Chemical industry background,Strong,Camphor distillation Hyderabad,Strong,India-based,Moderate,Specialty terpene chemicals limited moat,Moderate,Founder chemical background,Moderate,Specialty chemical tailwind moderate,Moderate,Moderate growth,16,D-Band,REJECT,Specialty chemical but limited differentiation and small market,Limited differentiation outside preferred profile,Limited fit,Saptagiri website
Vijayshree Golden Enterprises,https://www.goldenincense.com,Hyderabad,Basket D,FMCG,Incense sticks and FMCG,50-100Cr,Generic management,Manager,FMCG background,Weak,FMCG manufacturing not relevant,Moderate,India-based,Weak,FMCG not relevant segment,Weak,FMCG manager,Weak,FMCG tailwind weak,Weak,Flat growth,5,D-Band,REJECT,FMCG completely outside ICP,FMCG outside our ICP,Not relevant,Website
Sigachi Industries,https://www.sigachi.com,Hyderabad,Basket A,Specialty Excipients,Microcrystalline cellulose excipients for pharma,100-200Cr,Amit Raj Sinha,Founder CMD,Chemistry background,Strong,MCC excipient manufacturing Hyderabad ISO GMP,Strong,India-based listed,Strong,India's largest MCC excipient maker niche moat,Strong,Founder CMD chemistry background,Strong,Pharma excipient global demand tailwind,Strong,Listed BSE 2021 new capacity 2023 exports,24,B-Band,PASS,India's dominant MCC excipient maker with global pharma export tailwind,Your MCC excipient dominance in India with growing global pharma export is a strong moat,Specialty pharma excipient strong fit,Sigachi website BSE filings
Amino Chemicals,https://www.aminochemicals.in,Hyderabad,Basket A,Specialty Chemicals,Amino acids and specialty fine chemicals,50-100Cr,Subrahmanyam,Founder,Organic chemistry background,Strong,Fine chemical plant Hyderabad,Strong,India-based,Strong,Specialty amino acids for pharma and food,Strong,Founder chemist,Strong,Specialty amino acid demand tailwind,Moderate,Moderate growth,20,C-Band,CONDITIONAL,Specialty amino acids decent but need stronger differentiation,Decent specialty but need to see more evidence of unique molecules,Moderate fit,Amino Chemicals website
Paragon Fine and Specialty Chemicals,https://www.paragonchem.com,Hyderabad,Basket A,Specialty Chemicals,Specialty intermediates for agrochem pharma,100-200Cr,Ashok Reddy,Founder,Chemistry background founder,Strong,Specialty chemical manufacturing Hyderabad,Strong,India-based,Strong,Specialty intermediates for regulated end markets,Strong,Founder chemist,Strong,Agrochem pharma specialty chemical tailwind,Strong,New product launches 2023 capacity addition,22,B-Band,PASS,Founder chemist making specialty intermediates for pharma agrochem regulated markets,Your specialty intermediates serving regulated pharma and agrochem markets is smart positioning,Specialty chemical good fit,Paragon website
Trident Techlabs,https://www.tridenttechlabs.com,Hyderabad,Basket C,Defence Electronics,Electronic fuzing and ammunition electronics,50-100Cr,Vijay Kumar,Founder,Electronics defence background,Strong,Defence electronics assembly Hyderabad DRDO approved,Strong,India-based,Strong,Fuzing electronics very niche defence,Strong,Founder defence electronics expert,Strong,Atmanirbhar defence ammo electronics tailwind,Strong,New MoD contracts 2023,24,B-Band,PASS,Niche defence fuzing electronics maker with DRDO approval rare segment,Your fuzing electronics for Indian artillery ammunition is an extremely niche strategic product,Defence fuzing niche strong,Trident Techlabs website DRDO
Srinivasa Farms,https://www.srinivasafarms.com,Hyderabad,Basket D,Agri,Poultry and egg production,500Cr+,Srinivas Reddy,Founder,Agri background,Weak,Agri not manufacturing,Moderate,India HQ,Weak,Agri not relevant,Weak,Agri background,Weak,Agri tailwind,Moderate,Moderate growth,8,D-Band,REJECT,Agri company outside ICP,Agri outside ICP,Not relevant,Website
Hetero Biopharma,https://www.heterobiopharma.com,Hyderabad,Basket A,Biosimilars,Biosimilars and specialty biologics,200-300Cr,Vamsi Krishna Bandi,CMD,Pharma background family Hetero group,Strong,Biologics manufacturing plant Hyderabad,Strong,India-based Hetero group,Strong,Specialty biosimilar maker separate from generic Hetero,Strong,Family CMD pharma background,Strong,Biosimilar global tailwind,Strong,New biosimilar launches 2023 capacity expansion,22,B-Band,PASS,Hetero group biosimilar arm with standalone manufacturing and pipeline,Your biosimilar focus within Hetero group is smart portfolio diversification - what is your global regulatory strategy?,Biosimilar niche decent fit,Hetero Biopharma website
Cadila Healthcare Hyderabad plant,https://www.zyduscadila.com,Hyderabad,Basket D,Pharma,Generic pharma Zydus group,10000Cr+,MNC/group management,Site head,Professional group manager,Weak,Generic pharma plant Hyderabad Zydus group,Moderate,Group company India HQ Gujarat,Weak,Generic pharma large group,Weak,Group manager,Weak,Generics tailwind,Moderate,Moderate group growth,8,D-Band,REJECT,Large group subsidiary generic pharma outside Federer profile,Group company too large outside profile,Not relevant,Zydus website
Veritaas Aerospace,https://www.veritaas.com,Hyderabad,Basket C,Aerospace,Structural aerospace components composite materials,50-100Cr,Raghu Kumar,Founder CEO,Aerospace composites background,Strong,Aerospace composites manufacturing Hyderabad,Strong,India-based,Strong,Composite aerospace structures rare Indian private,Strong,Founder aerospace engineer,Strong,Aerospace Make in India supply chain tailwind,Strong,New Airbus and Safran supply 2023,25,A-Band,PASS,Founder aerospace engineer making composite structures for global OEMs,Your composite structure supply to Airbus from India is exactly the kind of global integration we work with,Aerospace composites niche strong,Veritaas website news
GalaxE Solutions Hyderabad,https://www.galaxe.com,Hyderabad,Basket D,IT Services,Healthcare IT services,200-300Cr,Pramod Dhamdhere,CEO,IT professional,Weak,IT services not manufacturing,Moderate,India HQ,Weak,IT services not relevant,Weak,IT CEO,Moderate,Healthcare IT tailwind,Moderate,Moderate growth,8,D-Band,REJECT,IT services outside ICP,IT services outside ICP,Not relevant,GalaxE website
Arjun Alloys,https://www.arjunalloys.com,Hyderabad,Basket C,Precision Engineering,Specialty alloy castings for defence aerospace,50-100Cr,Arjun Reddy,Founder,Metallurgy background,Strong,Alloy casting plant near Hyderabad,Strong,India-based,Strong,Specialty defence aerospace castings,Strong,Founder metallurgist,Strong,Aerospace defence casting tailwind,Strong,New ISRO supply contracts 2023,22,B-Band,PASS,Founder metallurgist making specialty castings for ISRO and defence,Your specialty alloy castings for ISRO's rocket components is a high-precision strategic supply,Precision casting niche good,Arjun Alloys website
Conzerv Systems,https://www.conzerv.com,Hyderabad,Basket C,Industrial Electronics,Energy management and metering systems,100-200Cr,Professional management,MD,Engineering background ABB subsidiary,Weak,Energy meter manufacturing Hyderabad ABB group,Moderate,ABB subsidiary,Weak,Industrial energy metering decent but MNC subsidiary,Moderate,Professional MNC manager,Moderate,Energy efficiency tailwind,Moderate,Moderate growth,13,D-Band,REJECT,MNC subsidiary even though decent product outside profile,MNC subsidiary not relevant to Federer ICP,Not relevant,Conzerv website
Praj Industries Hyderabad,https://www.praj.net,Hyderabad,Basket A,Clean Energy,Ethanol and biofuel engineering,1000Cr+,Pramod Chaudhari,Founder CMD,Chemical engineering background,Strong,Engineering and manufacturing Pune primarily Hyderabad office,Moderate,India HQ Pune primarily,Moderate,Biofuel engineering leader India,Strong,Founder engineer active CMD,Strong,Biofuel ethanol blending E20 massive tailwind,Strong,New ethanol plant orders 2023-24,21,B-Band,CONDITIONAL,Strong founder biofuel company but primary ops Pune not Hyderabad,Primary ops are Pune - Hyderabad office only. Conditional for Hyderabad focus,Pune HQ conditional for Hyderabad,Praj website NSE
Nuziveedu Seeds,https://www.nuziveeduseeds.com,Hyderabad,Basket D,Agri,Hybrid seeds cotton corn,200-300Cr,M. Prabhakar Rao,Founder CMD,Agri background,Weak,Seeds production Hyderabad agri,Moderate,India HQ Hyderabad founder,Weak,Seeds agri outside ICP,Weak,Agri founder background,Weak,Agri tailwind,Moderate,Moderate growth,10,D-Band,REJECT,Seeds agri company outside ICP,Outside ICP,Not relevant,Nuziveedu website
